,Reference,PerformerReference,PerformerDisplay
25,bc566233-9cab-3428-be11-d4027f02d0ba,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999914519,Dr. Wilmer32 Heidenreich818
26,2b1df620-eae3-1298-7ca4-ba19bb99fdae,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
27,74ef484b-3baa-f0f0-634e-734f99c4966d,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
28,0041e23b-8896-c483-8156-90ddaf6ce92a,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
29,bc180a87-a1f1-5df4-a8d9-5764512e7005,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
30,a2711d33-e8d7-a197-8676-cfade9e3c580,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
31,f8b3dfc1-15af-7861-ef14-a9a39b8c8aea,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
32,db675dba-617e-e4e9-4227-6227d9ba8c87,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
33,f8242c3a-3f99-1138-16ba-922fc4cbc443,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
34,11b51d26-54e6-3f10-328c-dc32528a5793,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999914519,Dr. Wilmer32 Heidenreich818
35,1d70a204-1a35-5b7e-3067-65f60e68b00e,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
36,b6faeada-4053-4a9d-ab58-d0717e7b7d8e,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
37,7fb64652-3312-5c39-1b5c-65f8fed12a18,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
38,8869ba3f-c6df-dbff-3989-5738c08805b1,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999914519,Dr. Wilmer32 Heidenreich818
39,c8db751c-6e9d-d425-0051-4cf348cd44b7,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
40,f66b8f01-3c5b-9472-f492-4a3a77cded42,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
41,4ab24fed-b38f-2113-3d5f-504a5f0182b7,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
42,191a81bd-1405-a043-08e3-3245c5a0855c,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
43,461b8cfb-b53f-d611-0de0-db5333916730,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
44,6076e8e0-c520-073e-d7c5-c1b357178374,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
45,c4c8167a-73d8-a66b-c007-f71099fb8a6c,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
46,c13c9b27-ef36-2f73-3fe4-6a1caae86566,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
47,28aa9259-f220-e8be-a185-ddd2ff121d18,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
48,8fd0a9fe-a0c1-64b4-aab7-e011e7c36ac2,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
49,35221878-1019-b726-a78c-a61ff39399b5,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
50,65c97eb7-f9af-9638-d33b-c08969753487,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
51,fc51db28-f179-c7ed-838b-bee03d93a97d,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
52,94d6edd7-ee99-9a5c-24a0-230e33132e50,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999914519,Dr. Wilmer32 Heidenreich818
53,c091d3f5-6b00-e3f4-84b1-fa09bb682f06,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
54,7763a0b3-a91d-80e0-f10a-96d062c9493c,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
55,34cc80d8-ab20-1ef3-1b03-5c39984f3f6a,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
56,53827200-4f33-3a04-ef64-ebfd1e92b1fd,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
57,2f884a9a-6046-6b58-bc2d-16efe803cbc0,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
58,f680abdd-73b0-a690-2b87-a2277a56235e,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
59,13585195-8763-85e4-ef5b-11fc1e7cdd0c,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
60,5350ff4e-ad9d-ab17-2557-1b91141e25f5,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
61,9b6d5ff8-b8a3-1bd4-1c5b-f40627169b0e,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
62,d50838a4-7156-6555-c155-cbbe5f73f0fd,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
63,4d00d3a9-39fd-5de0-ba65-12ecf1d747ef,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
64,7e16cc2d-fe89-7778-488b-774a6ab20f99,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
65,274b03e0-7290-1585-f289-b2e239f98f7d,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
66,35f66b1b-905c-669e-8f6f-08ddda4c6519,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
67,0b7bc8d5-daaa-c83d-47fb-adfe12fedbb4,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
68,a15359ea-9347-ca7c-a570-de86c2b41943,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
69,9c80e82a-75ff-7391-e479-4d9dc19c7f06,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
70,b17a2bd1-3d98-c8a1-3383-60c8ee3a0d06,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
71,325d78a1-2b8f-8ae5-6cf0-9085a3e0c6e8,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
72,d531a718-f0bf-3ad1-e9e8-16a1547a65b6,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
73,3a86e89a-e4d4-bc2e-e81c-365423511993,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
74,dec5397c-0440-5d26-47ef-11ffe9a498c9,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
75,fc451fb1-f27a-9d8c-5115-89eb3bd04324,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
76,44511032-38d9-8c8e-b0a6-4ce268d87c8d,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
77,9b763fa9-223c-44ac-9396-46fadf5d9d2a,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
78,3789dab9-03a9-fe76-5146-9791e5790921,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
79,d9bac9ec-28df-b776-f9f5-785a0cdb8c16,Organization?identifier=https://github.com/synthetichealth/synthea|4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1
80,95e2d63a-840a-7f24-eb39-4fbf589e3caf,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999909,Dr. Burt293 Quigley282
81,e88d688c-e5c8-f67d-9c90-cef3591772bf,Organization?identifier=https://github.com/synthetichealth/synthea|3f44c95d-aa3d-3385-93f7-9b0bdecc52a6,MASS LUNG AND ALLERGY PC
82,a0f09238-dc46-b6ab-d024-1b65de24b05c,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999914519,Dr. Wilmer32 Heidenreich818
83,bfab8757-13f7-773f-6d2a-e88c339e32e4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
84,7df19e09-c9e5-9a43-d907-c57b069e647d,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
85,ada34c99-6530-22b8-e4a2-d334cc5299f4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
86,2ff89f9f-ed09-1bd3-f975-a99351b39677,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
87,e7dc0efe-c741-1ec3-8a3e-c86d6c899948,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
88,4b5cc34d-ff5e-d594-395d-f81b6e874511,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
89,8f4e6a11-3253-c108-e623-b1a9d26d6a0d,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
90,f8551f3a-2802-e392-445d-91afa7c9a5fa,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
91,1f5d4d96-a0f6-5c90-3d65-a388013bfb11,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
92,a8a54c23-1046-0f4b-8a0e-e6dea3e6f5ec,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
93,555b0b07-31e3-becf-5f65-f36b9f9f9522,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
94,099f2acb-dcb4-a712-485d-854e38e8810d,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
95,03d61cd2-f634-8654-bcd9-549a0aaecdcc,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999519,Dr. Winnie378 Witting912
96,14ce4102-134f-fac7-59f9-4c2cf502cb89,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
97,366734c1-4f80-5870-614e-73c7f35da8fc,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
98,9127dd17-b9cc-32a3-3ed7-6b484626d073,Organization?identifier=https://github.com/synthetichealth/synthea|060d4631-3566-3d04-9205-2827b0f87c2e,PCP144782
99,8cc3be04-768f-208b-8c66-ef3d73e40ea0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
100,be18841d-7d52-531e-93e7-b6fadd8a63f0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
101,0e5fcaa2-3764-6796-4ee6-9c3047c02060,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
102,e8393845-6218-ce20-edfd-66e8e5a29c89,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
103,377c2003-f666-5592-1ee7-f3fec4f5f586,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
104,faa5f4d7-b0ea-02af-e2f3-a00090ac4078,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999639,Dr. Lorenzo669 Cummings51
105,bd8920ae-6f3e-5cc2-732c-402753bce74c,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
106,89479769-4988-f3f8-8b8f-90ae40d90ba7,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
107,4521d041-b284-f145-b3d4-b66371e3b084,Organization?identifier=https://github.com/synthetichealth/synthea|060d4631-3566-3d04-9205-2827b0f87c2e,PCP144782
108,a3b35b1a-b99f-055a-4211-a4594ee805c1,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
109,11ee4d08-6a09-ce76-ddfd-bf32bf1601a2,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
110,c5e846fe-9234-ee88-4b0c-aad2de2c56bb,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
111,9f0c4350-1eb4-7366-be99-e7cec1be5ae4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
112,a7e49d3e-182f-9aa4-9a49-96263590114f,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
113,e6a074e9-52aa-3433-3978-ba27201d4678,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999906709,Dr. Rafael239 Peralta301
114,b392c559-49c7-9a29-b195-18e9a7ff030f,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
115,8df73718-4af2-026b-a855-1e6f144846b6,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
116,c988779f-9ee3-87c2-0ad2-b18ea680224e,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999906709,Dr. Rafael239 Peralta301
117,a97490c8-d6f2-d46a-24ff-7c28980341c4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
118,eadca572-26fb-5bda-73d1-460297d5a8be,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
119,31b48a4a-4434-16a1-dc6d-3467247ce3cb,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
120,ecffba36-b8c0-7973-0d61-9ff52bd6d23e,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
121,2a33fdd2-f12e-c6a6-dca7-c822131813ac,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
122,3e1b03b6-66bb-fb02-2d81-a3c5ff1e17c1,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
123,633da2fe-8a01-2b25-090c-23653a750092,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
124,49b77a0b-b67e-889d-58bc-0180271830b0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
125,de4be075-ad1c-059b-99b0-395d7da3ec1c,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
126,dca165cd-96b5-9f35-8fe9-415587b9d659,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
127,fb72e115-32eb-f6e4-2103-6659098ee7f1,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
128,c7a3f0b6-ec02-87c3-d85e-732d7a87c1b1,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
129,7e46ca30-4969-44fc-7346-aea4134abebf,Organization?identifier=https://github.com/synthetichealth/synthea|9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL
130,6a1a8c4e-43a8-cbd9-5db3-0183bf7a1221,Organization?identifier=https://github.com/synthetichealth/synthea|9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL
131,5acd817a-2eb0-7339-e137-13ff8874b443,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
132,704055e5-ea03-0d6f-07cd-9ff49bcd9ed0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
133,ac5114e3-62bd-74ad-5123-2ba28a39934d,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
134,08957acf-8f25-fb01-c0ca-6efb285282e0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
135,9038581b-7544-9673-022b-31cf659caaba,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
136,e2454f45-1108-a790-0798-2e21d930202d,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
137,6592d064-80de-0ee8-c91a-37adedb5a230,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
138,0ff1e4a4-5fdb-d28f-24fd-b35fc0ff7ae0,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
139,4121c9c1-3732-539e-81d0-5ed9085470fa,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
140,8f455d8d-24bf-13b1-90bd-67ed38c2c964,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
141,f7d8596c-e0ec-0a69-4675-d424b91158a4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
142,b5625ddd-3240-8ae9-d013-383f0124a466,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
143,ff65cde9-9949-b95b-f0a2-bfab40ee14f8,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
144,37487ab4-93c0-906b-d346-840d773b36cf,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
145,7a341ef5-4213-76c8-f51b-34bfc6fb0c02,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
146,3d2caa73-7eb9-64a8-5950-0e4f57cf6dcb,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
147,7dda5d8c-92f4-9943-c11f-21fc25007e0b,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
148,f32829b5-cd40-2077-d6bb-a52066f62104,Organization?identifier=https://github.com/synthetichealth/synthea|060d4631-3566-3d04-9205-2827b0f87c2e,PCP144782
149,7949ef05-9d84-e7b9-cf5d-2546b32e4fd6,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999949209,Dr. Hoyt490 Herman763
150,13faf207-05b0-4355-5df1-2d8832954a08,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
151,ff28de4b-b3c0-433d-664b-b0b0bb65b562,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999639,Dr. Lorenzo669 Cummings51
152,afb1bd36-4f8c-b721-2276-a7ce8674b0c4,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
153,3701a072-9329-77d4-6881-e2d6636c6292,Practitioner?identifier=http://hl7.org/fhir/sid/us-npi|9999999629,Dr. Rudolf736 Mayert710
